company_name,experience_required,job_description,job_description_url,job_title,key_skills,location,posted_by,posted_on,salary
IDC technologies,2-5 yrs,- Should have 1-2 years of relevant working experience(Preferably 2 years);- Have a good understanding ...,https://www.naukri.com/job-listings-Analyst-Data-Warehousing-ETL-IDC-technologies-Delhi-NCR-Gurgaon-2-to-5-years-081018001945?src=jobsearchDesk&sid=1539017116462&xp=8&px=1,Analyst - Data Warehousing - ETL,"etl tool, data warehousing, informatica, talend, pentaho...","Delhi NCR, Gurgaon",Not Provided,2018-10-08,Not disclosed
Cvent India Pvt. Ltd.,3-6 yrs,Strong experience on providing predictive modelling solutions to clients;Good understanding of ...,https://www.naukri.com/job-listings-Analyst-Sr-Analyst-data-Science-Cvent-India-Pvt-Ltd-Gurgaon-3-to-6-years-280818003404?src=jobsearchDesk&sid=1539017116462&xp=9&px=1,Analyst / Sr. Analyst (data Science),"predictive modeling, predictive analytics, machine learning, data science...",Gurgaon,Nitish Anand,2018-10-08,Not disclosed
Aurionpro Solutions Ltd.,3-5 yrs,Should have exposure to Open Source statistical/ analytical and predictive tools;Experience in analysing/ ...,https://www.naukri.com/job-listings-Data-Analyst-Aurionpro-Solutions-Ltd-Delhi-Shastri-Park-3-to-5-years-031018001776?src=jobsearchDesk&sid=1539017116462&xp=10&px=1,Data Analyst,"Core Java, Postgresql, Open Source, Requirement Gathering, Data Analysis...",Delhi(Shastri Park),Priyanka Tyagi,2018-10-03,"3,00,000 - 6,00,000 P.A."
B3 Intelligence,1-5 yrs,1.	Candidates should have good communication skills;2.	Candidates should have good knowledge in MS-Excel ...,https://www.naukri.com/job-listings-Data-Analyst-B3-Intelligence-Delhi-NCR-1-to-5-years-061018000949?src=jobsearchDesk&sid=1539017116462&xp=11&px=1,Data Analyst,"data analysis, mis, excel, ms excel, SPSS, quantum, wincross, minitab",Delhi NCR,HR Manager,2018-10-06,Not disclosed
Wunderman\MSC,2-6 yrs,Should be able to suggest required automation in the current process to be able to optimize the delivery ...,https://www.naukri.com/job-listings-Data-Analyst-Wunderman-msc-Cyber-City-Gurgaon-Wunderman-MSC-Gurgaon-2-to-6-years-051018002487?src=jobsearchDesk&sid=1539017116462&xp=12&px=1,"Data Analyst, Wunderman\msc, Cyber City, Gurgaon","Power Bi, SQL Server, SSIS, SSRS, Database Marketing, Email Marketing...",Gurgaon,Ms Nutan,2018-10-05,Not disclosed
Jones Lang LaSalle Property Consultants (India) Pv  t. Ltd.,1-4 yrs,"Participate in ad hoc projects as and when required;Must have a desire to work within a diverse, ...",https://www.naukri.com/job-listings-Research-Data-Analyst-Jones-Lang-LaSalle-Property-Consultants-India-Pv-t-Ltd-Gurgaon-1-to-4-years-051018000985?src=jobsearchDesk&sid=1539017116462&xp=13&px=1,Research Data Analyst,"data analysis, data quality, Research Analysis",Gurgaon,Saurabh Rhode,2018-10-05,Not disclosed
Tidyquant (OPC) Private Limited,0-5 yrs,The individual must have a problem-solving mentality in order to create actionable insights that can be ...,https://www.naukri.com/job-listings-Data-Analyst-Data-Scientist-Machine-Learning-Engineer-Tidyquant-OPC-Private-Limited-Noida-Sector-8-Noida-0-to-5-years-051018000153?src=jobsearchDesk&sid=1539017116462&xp=14&px=1,Data Analyst | Data Scientist | Machine Learning Engineer,"data science, machine learning, python, hadoop, big data, data analysis...",Noida(Sector-8 Noida),Dr. Manoj Kumar,2018-10-05,"2,50,000 - 7,00,000 P.A."
JK Technosoft Ltd,0-0 yrs,The candidate should have good communication and following skills set:;Skills Required: ...,https://www.naukri.com/job-listings-Walk-In-9th-Oct-Fresher-Data-Analyst-Contractual-Role-JK-Technosoft-Ltd-Noida-0-to-0-years-041018008933?src=jobsearchDesk&sid=1539017116462&xp=15&px=1,Walk In-9th Oct- Fresher (  Data Analyst)- Contractual Role,"Web Technologies, Data Analysis, Communication Skills",Noida,TA JKT,2018-10-04,Not disclosed
Clearway Advisors,3-8 yrs,"Will be expected to understand basic excel formulae such as vlookup, if statements, Sum and Count ...",https://www.naukri.com/job-listings-Data-Analyst-Clearway-Advisors-Gurgaon-3-to-8-years-190618003825?src=jobsearchDesk&sid=1539017116462&xp=16&px=1,Data Analyst,"advanced excel, data analysis, data analyst, data scientist, analysis, data...",Gurgaon,Taniya Saini,2018-10-03,"5,00,000 - 10,00,000 P.A."
SLA Consultants India,0-5 yrs,,https://www.naukri.com/job-listings-Data-Analyst-Data-Science-Excel-sql-power-BI-R-SAS-Fresher-SLA-Consultants-India-Delhi-NCR-Gurgaon-Noida-0-to-5-years-041018000193?src=jobsearchDesk&sid=1539017116462&xp=17&px=1,"Data Analyst / Data Science - Excel,sql,power BI, R , SAS - Fresher","data analyst, reporting analyst, sas, statistics, sas programmer...","Delhi NCR, Gurgaon, Noida",Bhanu,2018-10-04,"2,00,000 - 4,25,000 P.A."
AASTHA CONSTRUCTIONS,1-5 yrs,,https://www.naukri.com/job-listings-Data-Analyst-AASTHA-CONSTRUCTIONS-Delhi-NCR-Mumbai-Bengaluru-Chennai-Hyderabad-Pune-Kolkata-Ahmedabad-Jaipur-1-to-5-years-300918001881?src=jobsearchDesk&sid=1539017116462&xp=18&px=1,Data Analyst,"Data Analysis, Data Analytics, Data Collection, data recovery, data backup,...","Delhi NCR, Mumbai, Bengaluru, Chennai, Hyderabad, Pune, Kolkata, Ahmedabad, Jaipur",Kalpesh Mehta,2018-10-04,"3,25,000 - 8,25,000 P.A. Best in all the Industry, Medi..."
Miracle Corporate Solutions Pvt. Ltd.,2-7 yrs,,https://www.naukri.com/job-listings-Urgent-Requirement-Sr-Data-Scientist-data-Analyst-Miracle-Corporate-Solutions-Pvt-Ltd-Delhi-NCR-Noida-2-to-7-years-041018002708?src=jobsearchDesk&sid=1539017116462&xp=19&px=1,Job | Urgent Requirement - Sr. Data Scientist/data Analyst,"data structures, algorithms, senior data scientist, data analyst...","Delhi NCR, Noida",Anamika Singh,2018-10-04,"3,00,000 - 8,00,000 P.A."
HCL Technologies Limited,4-8 yrs,Job Description  To be responsible for managing technology in projects and providing technical ...,https://www.naukri.com/job-listings-Senior-Data-Analyst-HCL-Technologies-Limited-Noida-4-to-8-years-011018900089?src=jobsearchDesk&sid=1539017116462&xp=20&px=1,Senior Data Analyst,"Process Compliance, Data Analysis, Product Engineering, Data Analyst, RDBMS...",Noida,HR,2018-10-01,Not disclosed
IDC technologies,2-5 yrs,- 2-3 years of industry experience as Salesforce Analyst/ Consultant;- Experience training new users on ...,https://www.naukri.com/job-listings-Salesforce-Analyst-consultant-Configuration-Data-Maintenance-IDC-technologies-Delhi-NCR-2-to-5-years-061018002322?src=jobsearchDesk&sid=1539017116462&xp=21&px=1,Salesforce Analyst/consultant - Configuration & Data Maintenance,"salesforce, crm solutions, customer relationship management...",Delhi NCR,Not Provided,2018-10-06,Not disclosed
Mindpool Technologies Private Limited,3-7 yrs,,https://www.naukri.com/job-listings-Data-Analyst-Gurgaon-mumbai-Permanent-Mindpool-Technologies-Private-Limited-Gurgaon-Mumbai-Suburbs-3-to-7-years-041018005088?src=jobsearchDesk&sid=1539017116462&xp=22&px=1,Data Analyst - Gurgaon/mumbai - Permanent,"Data Analysis, Data Mining, Database Design, Statistics, Design Development","Gurgaon, Mumbai Suburbs",Karthika Anbalagan,2018-10-04,Not disclosed
Easy Careersolutions,5-10 yrs,,https://www.naukri.com/job-listings-Data-Analyst-Easy-Careersolutions-Delhi-NCR-5-to-10-years-041018009635?src=jobsearchDesk&sid=1539017116462&xp=23&px=1,Data Analyst,"transportation, logistics, market research, sales, data analysis...",Delhi NCR,Neetu,2018-10-04,"5,00,000 - 15,00,000 P.A. Best in Industry"
HCL Technologies,1-3 yrs,Should be able to work with large amounts of data and analyse it to find relevant insights;Communication ...,https://www.naukri.com/job-listings-Data-Analyst-HCL-Technologies-Bengaluru-Jigani-Chennai-Sholinganallur-Noida-Sector-126-Noida-1-to-3-years-041018003208?src=jobsearchDesk&sid=1539017116462&xp=24&px=1,Data Analyst,"Powerpoint, Word, Written Communication, Excel, MS Office...","Bengaluru(Jigani), Chennai(Sholinganallur), Noida(Sector-126 Noida)",Anamika Bhowmick,2018-10-04,"1,00,000 - 2,50,000 P.A."
EASY DATA ANALYTICS TECHNOLOGY PRIVATE LIMITED,1-4 yrs,Description: 1-4 year experience Building Qlikview/Tableau/Power BI/BIRT Visualization and Analysis with ...,https://www.naukri.com/job-listings-Data-Analyst-1-4-Years-Noida-singapore-EASY-DATA-ANALYTICS-TECHNOLOGY-PRIVATE-LIMITED-Noida-Singapore-1-to-4-years-021018000323?src=jobsearchDesk&sid=1539017116462&xp=25&px=1,Data Analyst 1-4 Years Noida/singapore,"jquery, java, birt, tableau, qlikview, power bi, Python, SQL, R","Noida, Singapore",Amit Jain,2018-10-02,Not disclosed
TransOrg Analytics,1-4 yrs,- Experience developing workbooks from multiple data sources using data blending;- Experience in ...,https://www.naukri.com/job-listings-Data-Analyst-TransOrg-Analytics-Mumbai-Gurgaon-1-to-4-years-110918900946?src=jobsearchDesk&sid=1539017116462&xp=26&px=1,Data Analyst,"Data Analyst, Analytics, Data Analytics, Data Management...","Mumbai, Gurgaon",Swati Verma,2018-09-13,Not disclosed
TransOrg Analytics,1-4 yrs,- Experience developing workbooks from multiple data sources using data blending;- Experience in ...,https://www.naukri.com/job-listings-Data-Analyst-TransOrg-Analytics-Mumbai-Gurgaon-1-to-4-years-240918900014?src=jobsearchDesk&sid=1539017116462&xp=27&px=1,Data Analyst,"Predictive Analytics, Data Analysis, Data Mining, Statistical Modeling, R...","Mumbai, Gurgaon",Swati Verma,2018-09-25,Not disclosed
NISG ( National Institute of Smart Government),4-9 yrs,Experience in data mining techniques;Experience	4+ years/ or MBA / Masters with 2+ years of relevant ...,https://www.naukri.com/job-listings-Data-Analyst-Ministry-of-Rural-Development-New-Delhi-NISG-National-Institute-of-Smart-Government-Delhi-NCR-4-to-9-years-110918002745?src=jobsearchDesk&sid=1539017116462&xp=28&px=1,Data Analyst - Ministry of Rural Development - New Delhi,"data analysis, data mining, data analytics, r, statistics, Python...",Delhi NCR,Shunali Moza,2018-09-11,Not disclosed
SLA Consultants India,0-5 yrs,,https://www.naukri.com/job-listings-Data-Analyst-Data-Science-Excel-sql-sas-python-R-Analytics-Team-SLA-Consultants-India-Delhi-NCR-Gurgaon-Noida-0-to-5-years-270918000257?src=jobsearchDesk&sid=1539017116462&xp=29&px=1,"Data Analyst / Data Science - Excel,sql,sas,python, R - Analytics Team","data analyst, reporting analyst, sas, statistics, sas programmer...","Delhi NCR, Gurgaon, Noida",Bhanu,2018-09-27,"2,00,000 - 4,25,000 P.A."
Etail Consultants Private Limited,2-5 yrs,"Information will be used to project, monitor and strategize sales efforts, and to maintain and support ...",https://www.naukri.com/job-listings-Business-Data-Analyst-Etail-Consultants-Private-Limited-Gurgaon-2-to-5-years-070918008831?src=jobsearchDesk&sid=1539017116462&xp=30&px=1,Business Data Analyst,"Advanced Excel, Data Analysis, Data Analytics, Data Management, Statistical...",Gurgaon,HR Manager,2018-09-07,"3,00,000 - 5,00,000 P.A."
Markit India Services Private Limited,3-6 yrs,"3 years minimum relevant experience;Experience of handling large data sets;A degree ideally in an IT, ...",https://www.naukri.com/job-listings-Senior-Data-Analyst-Plsql-Gurgaon-Markit-India-Services-Private-Limited-Gurgaon-3-to-6-years-280818005509?src=jobsearchDesk&sid=1539017116462&xp=31&px=1,Senior Data Analyst Plsql | Gurgaon,"excel, market data, data analysis, database design, plsql, PLSQL Developer",Gurgaon,Urvashee Kansal,2018-09-25,"5,00,000 - 8,50,000 P.A."
India Infoline Limited,2-7 yrs,Good knowledge on advance excel;Must have MS Office and Computer Knowledge;Good Communication skills ...,https://www.naukri.com/job-listings-Mega-Walk-In-MIS-Data-Analyst-28-Sept-18-India-Infoline-Limited-Delhi-NCR-Delhi-Gurgaon-2-to-7-years-270918002982?src=jobsearchDesk&sid=1539017116462&xp=32&px=1,Mega Walk In | MIS- Data Analyst | 28 Sept,"mis, Advanced Excel, Stakeholder Management, macros, pivot, excel, HLOOKUP,...","Delhi NCR, Delhi, Gurgaon",HIMANSHU SURI,2018-09-27,"3,00,000 - 8,00,000 P.A."
Aakash Educational Services Pvt Ltd,5-10 yrs,"Relevant experience in utilising multiple data sources;Experience of 4-5 years in Banks, Consumer ...",https://www.naukri.com/job-listings-Manager-Sr-Manager-Data-Analyst-Aakash-Educational-Services-Pvt-Ltd-Delhi-NCR-Karol-Bagh-5-to-10-years-250918001365?src=jobsearchDesk&sid=1539017116462&xp=33&px=1,Manager/ Sr Manager- Data Analyst,"marketing research, excel, data analysis, Sql, Business Analyst",Delhi NCR(Karol Bagh),Aakash Educational Services Pvt Ltd,2018-09-25,"10,00,000 - 12,00,000 P.A."
Careernet Technologies Pvt Ltd,1-5 yrs,1-5 years of experience in working with data and conducting statistical and/or numerical analysis;BA/BSc/ ...,https://www.naukri.com/job-listings-Looking-for-Jnr-senior-data-Analyst-Only-Institutes-Careernet-Technologies-Pvt-Ltd-Gurgaon-1-to-5-years-260918008493?src=jobsearchDesk&sid=1539017116462&xp=34&px=1,Looking for Jnr/senior/data Analyst- Only Premium Institutes.,"data analysis, data analyst",Gurgaon,Vishal,2018-09-27,Not disclosed
HERE Solutions India Private Limited,2-4 yrs,,https://www.naukri.com/job-listings-Data-Analyst-HERE-Solutions-India-Private-Limited-Gurgaon-2-to-4-years-240918900596?src=jobsearchDesk&sid=1539017116462&xp=35&px=1,Data Analyst,"Database Testing, Team Leading, Data Analysis, Data Analyst, Analyst",Gurgaon,HR,2018-09-24,Not disclosed
TheRecruit,5-10 yrs,E- Commerce Experience Mandatory.  Responsibilities :  - Monitor and audit data quality. ...,https://www.naukri.com/job-listings-Data-Analyst-R-python-perl-TheRecruit-Gurgaon-Gurugram-5-to-10-years-240918900225?src=jobsearchDesk&sid=1539017116462&xp=36&px=1,Data Analyst - R/python/perl,"html, mysql, web analytics, sql server, google analytics, python, ms access...","Gurgaon, Gurugram",HR,2018-09-24,Not disclosed
Loginworks software Pvt Ltd,1-3 yrs,Note: Only male candidates are preferable and the one who is having a sound knowledge of Excel & SQL. ...,https://www.naukri.com/job-listings-Data-Analyst-Loginworks-software-Pvt-Ltd-Noida-Sector-63-Noida-1-to-3-years-190918009572?src=jobsearchDesk&sid=1539017116462&xp=37&px=1,Data Analyst,"excel, data analysis, data mining, data quality, macros, market research...",Noida(Sector-63 Noida),Tanu Gupta,2018-09-19,Not disclosed
RMS Risk Mangement Solutions India Pvt Ltd,7-12 yrs,"6-8 years relevant experience in risk analytics for P&C insurance, reinsurance, or insurance linked ...",https://www.naukri.com/job-listings-Lead-Data-Analyst-CAT-Modelling-RMS-Risk-Mangement-Solutions-India-Pvt-Ltd-Noida-7-to-12-years-120918000664?src=jobsearchDesk&sid=1539017116462&xp=38&px=1,Lead Data Analyst - CAT Modelling,"risk management, data analytics, excel, data interpretation, risk analytics...",Noida,Akshit Bajaj,2018-09-13,Not disclosed
Alcor Solutions India Private Limited,8-13 yrs,"You should be highly motivated, willing to take on challenging initiatives, and capable of working both ...",https://www.naukri.com/job-listings-Data-Analyst-EHR-Alcor-Solutions-India-Private-Limited-Noida-8-to-13-years-130918004193?src=jobsearchDesk&sid=1539017116462&xp=39&px=1,Data Analyst - EHR,"Statistical Software, Data Analysis, SAS SQL, Data Visualization...",Noida,Imran Kazi,2018-09-13,Not disclosed
Cargill Business Services India Private Limited,2-5 yrs,"4+ years practical experience with SAS, ETL, data processing and data analytics;2- 4 Years of experience ...",https://www.naukri.com/job-listings-Data-Analyst-Cargill-Business-Services-India-Private-Limited-Gurgaon-2-to-5-years-100918900436?src=jobsearchDesk&sid=1539017116462&xp=40&px=1,Data Analyst,"Data Analyst, Data Analysis, SAS, ETL, data processing, data analytics...",Gurgaon,HR,2018-09-10,Not disclosed
Pearson India Education Services Private Limited,1-2 yrs,"Building and iterating reports (with eventual design collaboration) based around a large volume of data, ...",https://www.naukri.com/job-listings-Data-Analyst-Pearson-India-Education-Services-Private-Limited-Noida-1-to-2-years-070818004544?src=jobsearchDesk&sid=1539017116462&xp=41&px=1,Data Analyst,"data integrity, data analysis, data conversion, data management...",Noida,Samrat Mitra,2018-09-12,Not disclosed
REERACOEN INDIA PRIVATE LIMITED,4-9 yrs,"Dear Candidate, Greetings !  We are hiring for one of our client - Japanese MNC. ...",https://www.naukri.com/job-listings-Manager-research-and-Data-Analyst-REERACOEN-INDIA-PRIVATE-LIMITED-Delhi-NCR-4-to-9-years-260918000753?src=jobsearchDesk&sid=1539017116462&xp=42&px=1,Manager-research and Data Analyst,"Data Analysis, Secondary Research, Primary, Data Management...",Delhi NCR,Vrinda Singhi,2018-09-26,"8,00,000 - 13,00,000 P.A."
Happyeasygo Travels Private Limited,2-4 yrs,,https://www.naukri.com/job-listings-Looking-for-Quality-Analyst-Data-Analyst-Happyeasygo-Travels-Private-Limited-Gurgaon-2-to-4-years-100718002621?src=jobsearchDesk&sid=1539017116462&xp=43&px=1,Looking for Quality Analyst / Data Analyst,"data collection, Data Analysis, Advanced Excel, Data Analytics...",Gurgaon,RITU,2018-09-06,"2,75,000 - 5,50,000 P.A."
Gauge Data Solutions Pvt Ltd,2-4 yrs,Previous experience with industry in text analytics projects;Extensive experience in at least one of the ...,https://www.naukri.com/job-listings-Data-Analyst-Data-Scientist-Gauge-Data-Solutions-Pvt-Ltd-Greater-Noida-Noida-Sector-132-Noida-2-to-4-years-210818001305?src=jobsearchDesk&sid=1539017116462&xp=44&px=1,Data Analyst/ Data Scientist,"data scientist, data analytics, Data Analyst, Python...","Greater Noida, Noida(Sector-132 Noida)",Divi Singh,2018-08-23,"8,00,000 - 10,00,000 P.A. Commensurate with the experie..."
Amanzi Technologies Pvt Ltd,1-3 yrs,,https://www.naukri.com/job-listings-Opening-for-Data-Analyst-with-US-Based-Start-up-Company-Noida-Amanzi-Technologies-Pvt-Ltd-Delhi-NCR-1-to-3-years-240918001134?src=jobsearchDesk&sid=1539017116462&xp=45&px=1,"Opening for Data Analyst with US Based  Start up Company, Noida","statistics, statistical modelling, statistical analytics, Data Analysis...",Delhi NCR,Amanzi Technologies,2018-09-27,"5,00,000 - 11,00,000 P.A."
NEC Technologies India Pvt Ltd,3-5 yrs,- Should have extensive advanced knowledge of MS Power Point/ Excels;Job Experience: 3 to 4 years ...,https://www.naukri.com/job-listings-Data-Analyst-Managed-Services-NEC-Technologies-India-Pvt-Ltd-Noida-3-to-5-years-081018002665?src=jobsearchDesk&sid=1539017116462&xp=46&px=1,Data Analyst - Managed Services,"data quality, ms office powerpoint, data analytics, data collection...",Noida,Arham Husain,2018-10-08,Not disclosed
gNxt Systems,1-5 yrs,You have 1-3 years of related experience in any industry;You have strong analytical skills (including ...,https://www.naukri.com/job-listings-Data-Analyst-gNxt-Systems-Noida-1-to-5-years-180918901174?src=jobsearchDesk&sid=1539017116462&xp=47&px=1,Data Analyst,"excel, data analysis, statistics, customer centric, Python, SQL",Noida,HR,2018-09-18,Not disclosed
